36.926,36.566,-40.866,-1
37.099,-40.128,27.749,1
37.171,26.116,-24.988,-1
37.219,0.96794,-10.232,1
37.714,-26.183,19.724,1
37.831,-6.2822,41.719,1
37.853,-19.175,20.806,1
38.956,15.983,-13.05,1
39.187,-5.3763,5.6131,1
39.498,-4.989,18.427,1
40.27,-32.491,-18.499,1
41.676,46.369,0.41622,-1
41.722,-21.001,-27.517,1
41.859,-30.222,-49.752,1
42.249,32.108,14.216,-1
42.641,-40.903,24.348,1
43.375,37.051,5.2521,-1
43.656,6.0283,33.838,1
43.784,-1.2931,-7.7196,1
44.667,16.164,-5.0949,1
45.816,4.0195,0.87226,1
46.401,-17.254,26.02,1
47.211,-36.599,45.053,1
47.691,-9.9853,6.5678,1
49.558,37.975,-49.28,-1
